,wrapperType,artistId,collectionId,artistName,collectionName,collectionCensoredName,artistViewUrl,collectionViewUrl,artworkUrl60,artworkUrl100,collectionPrice,collectionExplicitness,trackCount,country,currency,releaseDate,primaryGenreName,previewUrl,description,kind,trackId,trackName,trackCensoredName,trackViewUrl,artworkUrl30,trackPrice,trackExplicitness,discCount,discNumber,trackNumber,trackTimeMillis,isStreamable,collectionArtistId,collectionArtistViewUrl,trackRentalPrice,collectionHdPrice,trackHdPrice,trackHdRentalPrice,contentAdvisoryRating,shortDescription,longDescription,hasITunesExtras,copyright,collectionArtistName,amgArtistId
140,track,315816847.0,696884325.0,Glee Cast,Glee Sings the Beatles,Glee Sings the Beatles,https://music.apple.com/us/artist/glee-cast/315816847?uo=4,https://music.apple.com/us/album/get-back-glee-cast-version/696884325?i=696885610&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/100x100bb.jpg,11.99,notExplicit,14.0,USA,USD,2013-09-24T07:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/11/3f/69/113f6981-aad7-0f55-646d-39612a3e4d42/mzaf_11538560667317865958.plus.aac.p.m4a,,song,696885610.0,Get Back (Glee Cast Version),Get Back (Glee Cast Version),https://music.apple.com/us/album/get-back-glee-cast-version/696884325?i=696885610&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,9.0,146067.0,True,,,,,,,,,,,,,
141,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/something/1440833098?i=1440834236&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1969-10-06T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/8e/09/a0/8e09a033-0f97-1714-38a2-5d45908d603a/mzaf_10135485885155110768.plus.aac.p.m4a,,song,1440834236.0,Something,Something,https://music.apple.com/us/album/something/1440833098?i=1440834236&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,24.0,181413.0,True,,,,,,,,,,,,,
142,track,315816847.0,696884325.0,Glee Cast,Glee Sings the Beatles,Glee Sings the Beatles,https://music.apple.com/us/artist/glee-cast/315816847?uo=4,https://music.apple.com/us/album/sgt-peppers-lonely-hearts-club-band-glee-cast-version/696884325?i=696885745&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/100x100bb.jpg,11.99,notExplicit,14.0,USA,USD,2013-09-24T07:00:00Z,Pop,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/1a/b5/7d/1ab57d9d-46dc-1582-cbe2-4943b8e1896e/mzaf_3698616528711018638.plus.aac.p.m4a,,song,696885745.0,Sgt. Pepper's Lonely Hearts Club Band (Glee Cast Version),Sgt. Pepper's Lonely Hearts Club Band (Glee Cast Version),https://music.apple.com/us/album/sgt-peppers-lonely-hearts-club-band-glee-cast-version/696884325?i=696885745&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/2a/90/0d/2a900d07-6369-262b-2166-b37c9643d44c/886444201421.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,12.0,114173.0,True,,,,,,,,,,,,,
143,track,136975.0,1440833098.0,The Beatles & Billy Preston,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/get-back/1440833098?i=1440834225&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1969-04-11T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/89/27/0d/89270d7a-514d-fb4d-471b-6f77d2b53325/mzaf_4421583623311051659.plus.aac.p.m4a,,song,1440834225.0,Get Back,Get Back,https://music.apple.com/us/album/get-back/1440833098?i=1440834225&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,22.0,191773.0,True,,,,,,,,,,,,The Beatles,
144,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/penny-lane/1440833098?i=1440833911&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1967-02-13T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/6c/bc/4e/6cbc4e4e-6d54-5b36-86dc-a9b5b61f373e/mzaf_4103522162782896706.plus.aac.p.m4a,,song,1440833911.0,Penny Lane,Penny Lane,https://music.apple.com/us/album/penny-lane/1440833098?i=1440833911&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,17.0,180520.0,True,,,,,,,,,,,,,
145,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/yellow-submarine/1440833098?i=1440833902&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1966-08-05T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/17/5b/f5/175bf520-dad2-cf8c-a5fb-8090682c1c23/mzaf_5606063369457568689.plus.aac.p.m4a,,song,1440833902.0,Yellow Submarine,Yellow Submarine,https://music.apple.com/us/album/yellow-submarine/1440833098?i=1440833902&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,15.0,158800.0,True,,,,,,,,,,,,,
146,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/all-you-need-is-love/1440833098?i=1440833920&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1967-07-07T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/c2/23/8f/c2238f71-6986-2c78-e0cc-b105cc0689a0/mzaf_8677616992513973148.plus.aac.p.m4a,,song,1440833920.0,All You Need Is Love,All You Need Is Love,https://music.apple.com/us/album/all-you-need-is-love/1440833098?i=1440833920&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,18.0,227760.0,True,,,,,,,,,,,,,
147,track,218095102.0,218095085.0,Her Majesty's Royal Marines Flag Officer Plymouth,Under the White Ensign,Under the White Ensign,https://music.apple.com/us/artist/her-majestys-royal-marines-flag-officer-plymouth/218095102?uo=4,https://music.apple.com/us/album/the-beatles/218095085?i=218095242&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/e8/ff/13/mzi.yjldatyo.tif/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music/e8/ff/13/mzi.yjldatyo.tif/100x100bb.jpg,9.99,notExplicit,11.0,USA,USD,2003-01-01T12:00:00Z,Soundtrack,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/33/e9/d6/33e9d683-628d-87c8-a047-512b22aa958c/mzaf_18074041032781113612.plus.aac.p.m4a,,song,218095242.0,The Beatles,The Beatles,https://music.apple.com/us/album/the-beatles/218095085?i=218095242&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music/e8/ff/13/mzi.yjldatyo.tif/30x30bb.jpg,0.99,notExplicit,1.0,1.0,5.0,536800.0,True,,,,,,,,,,,,,
148,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/hello-goodbye/1440833098?i=1440834221&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1967-11-24T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/60/a5/fc/60a5fc0b-73be-64f7-15c8-d3bdb95dda7a/mzaf_15109464221431748310.plus.aac.p.m4a,,song,1440834221.0,"Hello, Goodbye","Hello, Goodbye",https://music.apple.com/us/album/hello-goodbye/1440833098?i=1440834221&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,19.0,207787.0,True,,,,,,,,,,,,,
149,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/love-me-do/1440833098?i=1440833334&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1962-10-05T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/f5/0a/3a/f50a3a9c-a0f6-f33b-1d2f-8aeccd518911/mzaf_2130758345953069918.plus.aac.p.m4a,,song,1440833334.0,Love Me Do,Love Me Do,https://music.apple.com/us/album/love-me-do/1440833098?i=1440833334&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,1.0,140173.0,True,,,,,,,,,,,,,
150,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/a-hard-days-night/1440833098?i=1440833544&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1964-07-10T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/d2/37/ed/d237ed12-8721-618a-a535-3a5c987fc58f/mzaf_5399476482573584400.plus.aac.p.m4a,,song,1440833544.0,A Hard Day's Night,A Hard Day's Night,https://music.apple.com/us/album/a-hard-days-night/1440833098?i=1440833544&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,6.0,152920.0,True,,,,,,,,,,,,,
151,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/day-tripper/1440833098?i=1440833893&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/b7/dd/1f/b7dd1f59-45d8-9892-5451-c47b8bf6d6ed/mzaf_2954361714537767903.plus.aac.p.m4a,,song,1440833893.0,Day Tripper,Day Tripper,https://music.apple.com/us/album/day-tripper/1440833098?i=1440833893&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,12.0,169000.0,True,,,,,,,,,,,,,
152,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/eight-days-a-week/1440833098?i=1440833549&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1964-12-04T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/d9/12/7b/d9127bd5-c72a-d8aa-b627-1354470fb8e2/mzaf_2041093402602984905.plus.aac.p.m4a,,song,1440833549.0,Eight Days a Week,Eight Days a Week,https://music.apple.com/us/album/eight-days-a-week/1440833098?i=1440833549&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,8.0,163320.0,True,,,,,,,,,,,,,
153,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/we-can-work-it-out/1440833098?i=1440833897&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1965-12-03T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/65/d2/6f/65d26f44-5bd8-500c-61b4-c8ada1213a04/mzaf_9857908256344820551.plus.aac.p.m4a,,song,1440833897.0,We Can Work It Out,We Can Work It Out,https://music.apple.com/us/album/we-can-work-it-out/1440833098?i=1440833897&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,13.0,135693.0,True,,,,,,,,,,,,,
154,track,136975.0,1441164426.0,The Beatles,Abbey Road (Remastered),Abbey Road (Remastered),https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/here-comes-the-sun/1441164426?i=1441164589&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/df/db/61/dfdb615d-47f8-06e9-9533-b96daccc029f/18UMGIM31076.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/df/db/61/dfdb615d-47f8-06e9-9533-b96daccc029f/18UMGIM31076.rgb.jpg/100x100bb.jpg,12.99,notExplicit,17.0,USA,USD,1969-09-26T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/aa/17/e0/aa17e06b-0bea-ed2f-53a6-85274f0adb85/mzaf_10269716948494395254.plus.aac.p.m4a,,song,1441164589.0,Here Comes the Sun,Here Comes the Sun,https://music.apple.com/us/album/here-comes-the-sun/1441164426?i=1441164589&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/df/db/61/dfdb615d-47f8-06e9-9533-b96daccc029f/18UMGIM31076.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,7.0,185733.0,True,,,,,,,,,,,,,
155,track,,,James Keach,,,,,https://is1-ssl.mzstatic.com/image/thumb/Video2/v4/31/43/d2/3143d218-b335-a273-1de5-321718331970/mza_4699745008758705041.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Video2/v4/31/43/d2/3143d218-b335-a273-1de5-321718331970/mza_4699745008758705041.jpg/100x100bb.jpg,9.99,notExplicit,,USA,USD,2014-10-24T07:00:00Z,Documentary,https://video-ssl.itunes.apple.com/itunes-assets/Video122/v4/5a/38/7c/5a387ca7-3ae7-2896-2786-0341c6b3a58b/mzvf_8995122316227209948.640x476.h264lc.U.p.m4v,,feature-movie,931836194.0,Glen Campbell: I'll Be Me,Glen Campbell: I'll Be Me,https://itunes.apple.com/us/movie/glen-campbell-ill-be-me/id931836194?uo=4,https://is1-ssl.mzstatic.com/image/thumb/Video2/v4/31/43/d2/3143d218-b335-a273-1de5-321718331970/mza_4699745008758705041.jpg/30x30bb.jpg,9.99,notExplicit,,,,6269227.0,,,,3.99,12.99,12.99,3.99,PG,"In 2011, music legend Glen Campbell set out on an unprecedented tour across America. He thought it","In 2011, music legend Glen Campbell set out on an unprecedented tour across America. He thought it would last 5 weeks; instead it went for 151 spectacular sold out shows over a triumphant year and a half. What made this tour extraordinary was that Glen had recently been diagnosed with Alzheimer’s disease. He was told to hang up his guitar and prepare for the inevitable. Instead, Glen and his wife went public with his diagnosis and announced that he and his family would set out on a ""Goodbye Tour.” The film documents this extraordinary journey as he and his family attempt to navigate the wildly unpredictable nature of Glen’s progressing disease using love, laughter and music as their medicine of choice. Special appearances include Bruce Springsteen, The Edge, Paul McCartney, Blake Shelton, Keith Urban, Brad Paisley, Taylor Swift, Steve Martin and Chad Smith among many others.",,,,
156,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/she-loves-you/1440833098?i=1440833539&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1963-08-23T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/3d/63/4c/3d634c82-d00e-19a5-8cb9-63cd6f24bd75/mzaf_11272993217155636113.plus.aac.p.m4a,,song,1440833539.0,She Loves You,She Loves You,https://music.apple.com/us/album/she-loves-you/1440833098?i=1440833539&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,3.0,140920.0,True,,,,,,,,,,,,,
157,track,136975.0,1441164495.0,The Beatles,Let It Be,Let It Be,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/let-it-be/1441164495?i=1441164738&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ae/98/4c/ae984c7a-cd06-a7cd-e8bf-32cb15ba698d/00602567705475.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ae/98/4c/ae984c7a-cd06-a7cd-e8bf-32cb15ba698d/00602567705475.rgb.jpg/100x100bb.jpg,12.99,notExplicit,12.0,USA,USD,1970-03-06T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/0f/f7/e1/0ff7e145-6be6-4341-4fa1-32999d20707f/mzaf_15493778815944217662.plus.aac.p.m4a,,song,1441164738.0,Let It Be,Let It Be,https://music.apple.com/us/album/let-it-be/1441164495?i=1441164738&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music124/v4/ae/98/4c/ae984c7a-cd06-a7cd-e8bf-32cb15ba698d/00602567705475.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,6.0,243027.0,True,,,,,,,,,,,,,
158,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/ticket-to-ride/1440833098?i=1440833554&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1965-04-09T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/dd/f9/b4/ddf9b466-f76f-62e0-1ef5-eb79342df65d/mzaf_13912107514273696313.plus.aac.p.m4a,,song,1440833554.0,Ticket to Ride,Ticket to Ride,https://music.apple.com/us/album/ticket-to-ride/1440833098?i=1440833554&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,9.0,190120.0,True,,,,,,,,,,,,,
159,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/paperback-writer/1440833098?i=1440833899&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1966-05-30T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/48/1b/99/481b997e-8169-b620-f704-98a4099d31cd/mzaf_17782767214347210065.plus.aac.p.m4a,,song,1440833899.0,Paperback Writer,Paperback Writer,https://music.apple.com/us/album/paperback-writer/1440833098?i=1440833899&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,14.0,138200.0,True,,,,,,,,,,,,,
160,track,136975.0,1440833098.0,The Beatles,1,1,https://music.apple.com/us/artist/the-beatles/136975?uo=4,https://music.apple.com/us/album/i-feel-fine/1440833098?i=1440833545&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/60x60bb.jpg,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/100x100bb.jpg,12.99,notExplicit,27.0,USA,USD,1964-11-24T12:00:00Z,Rock,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/c9/2d/0c/c92d0c80-1387-6aa6-6d18-99ee0bec5ed5/mzaf_12170257385284309274.plus.aac.p.m4a,,song,1440833545.0,I Feel Fine,I Feel Fine,https://music.apple.com/us/album/i-feel-fine/1440833098?i=1440833545&uo=4,https://is1-ssl.mzstatic.com/image/thumb/Music116/v4/f2/98/fb/f298fb48-1e0e-6ad4-4cff-fb824b77f02e/15UMGIM59587.rgb.jpg/30x30bb.jpg,1.29,notExplicit,1.0,1.0,7.0,139347.0,True,,,,,,,,,,,,,
